Title,Date,Category,Link,Agency
"Biller for Medical Equipment Provider Sentenced to Four Years in Federal Prison for Health Care Fraud, Aggravated Identity Theft and Defrauding the IRS by Failing to File Tax Returns",2017-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/biller-for-medical-equipment-provider-sentenced-to-four-years-in-federal-prison-for-health-care-fraud-aggravated-identity-theft-and-defrauding-the-irs-by-failing-to-file-tax-returns/,U.S. Attorney
Personal Care Attendant Pleads Guilty to Making a False Statement as it Relates to a Health Care Benefit,2017-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/personal-care-attendant-pleads-guilty-to-making-a-false-statement-as-it-relates-to-a-health-care-benefit/,U.S. Attorney
Two Women Plead Guilty to Orchestrating $20 Million Medicare Fraud Scheme at Seven Miami Area Home Health Agencies,2017-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-women-plead-guilty-to-orchestrating-20-million-medicare-fraud-scheme-at-seven-miami-area-home-health-agencies/,U.S. Attorney
Unlicensed Medical Professional Convicted for Role in $1.3 Million Medicare Fraud Scheme,2017-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/unlicensed-medical-professional-convicted-for-role-in-13-million-medicare-fraud-scheme/,U.S. Department of Justice
Carroll Manor Nursing and Rehabilitation Center Agreed to Pay $1.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Therapy Services without a Physician Certification,2017-03-03,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/carroll-manor-nursing-and-rehabilitation-center-agreed-to-pay-19-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-therapy-services-without-a-physician-certification/,No agency found
Attorney General Mike Hunter Announces Guilty Plea in Medicaid Fraud Case,2017-03-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-mike-hunter-announces-guilty-plea-in-medicaid-fraud-case/,Oklahoma Attorney General
Dyer Co. Man Charged with TennCare Drug Fraud,2017-03-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dyer-co-man-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance and Administration
All 12 Convicted in Health Care Fraud Conspiracy Involving Area Mental Health Centers,2017-03-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/all-12-convicted-in-health-care-fraud-conspiracy-involving-area-mental-health-centers/,U.S. Attorney
Third Detroit-Area Physician Pleads Guilty in $5.4 Million Dollar Health Care Fraud Scheme,2017-03-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/third-detroit-area-physician-pleads-guilty-in-54-million-dollar-health-care-fraud-scheme/,U.S. Department of Justice
"Cardiologist, Neurologist, And Others Charged In $50 Million Health Care Fraud Scheme, And Civil Suit Filed Against Clinic And Participants In The Fraud",2017-03-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiologist-neurologist-and-others-charged-in-50-million-health-care-fraud-scheme-and-civil-suit-filed-against-clinic-and-participants-in-the-fraud/,U.S. Attorney
Flowood Healthcare Agency Personal Care Assistant Arrested for Medicaid Fraud,2017-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/flowood-healthcare-agency-personal-care-assistant-arrested-for-medicaid-fraud/,Mississippi Attorney General
Williamson Co. Woman Charged with TennCare Fraud,2017-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/williamson-co-woman-charged-with-tenncare-fraud/,Tennessee Department of Finance and Administration
Frewsburg Man Sentenced For Health Care Fraud,2017-03-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/frewsburg-man-sentenced-for-health-care-fraud/,U.S. Attorney
Sixteen Individuals Charged in $60 Million Medicare Fraud Scheme,2017-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sixteen-individuals-charged-in-60-million-medicare-fraud-scheme/,U.S. Attorney
"Quest Diagnostics Agreed to Pay $1.1 Million for Allegedly Violating the Civil Monetary Penalties Law by Providing Remuneration to Physicians in the Form of Free Services, Free Equipment and Technology, and Uncollected Contractual Payments",2017-02-28,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/quest-diagnostics-agreed-to-pay-11-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-remuneration-to-physicians-in-the-form-of-free-services-free-equipment-and-technology-and-uncollected-contractual-payments/,No agency found
Marion County Woman Arrested for Abuse of an Elderly Person,2017-02-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/marion-county-woman-arrested-for-abuse-of-an-elderly-person/,Florida Attorney General
Former Central Iowa Psychiatrist Sentenced to Two Months in Prison for Health Care Fraud,2017-02-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-central-iowa-psychiatrist-sentenced-to-two-months-in-prison-for-health-care-fraud/,U.S. Attorney
Attorney General Chris Carr Announces Charges in Elder Exploitation Case,2017-02-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-chris-carr-announces-charges-in-elder-exploitation-case/,Georgia Attorney General
A.G. Schneiderman Announces Arrest Of Brooklyn Medical Supply Company Owner For Allegedly Defrauding Medicaid,2017-02-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-brooklyn-medical-supply-company-owner-for-allegedly-defrauding-medicaid/,New  York Attorney General
Jury Convicts Rio Grande Valley Area Durable Medical Equipment Company Owner of Health Care Fraud,2017-02-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-rio-grande-valley-area-durable-medical-equipment-company-owner-of-health-care-fraud/,U.S. Attorney
Massachusetts Ambulance Company Settles Case Involving False Claims,2017-03-31,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/massachusetts-ambulance-company-settles-case-involving-false-claims-2/,No agency found
Texas Ambulance Company Settles Case Involving False Claims,2017-03-31,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-ambulance-company-settles-case-involving-false-claims/,No agency found
McAllen Area Durable Medical Equipment Company Owner Convicted of Health Care Fraud,2017-03-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcallen-area-durable-medical-equipment-company-owner-convicted-of-health-care-fraud/,U.S. Attorney
Second Detroit-Area Physician Pleads Guilty in $17.1 Million Health Care Fraud Scheme,2017-03-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/second-detroit-area-physician-pleads-guilty-in-171-million-health-care-fraud-scheme/,U.S. Department of Justice
Former Home Healthcare Employee Arrested for Medicaid Fraud,2017-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-home-healthcare-employee-arrested-for-medicaid-fraud/,Florida Attorney General
Home Health Agency Owner Pleads Guilty to Conspiring in $17 Million Medicaid Fraud Scheme,2017-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-pleads-guilty-to-conspiring-in-17-million-medicaid-fraud-scheme/,U.S. Department of Justice
Florida Couple Arrested in Drug Diversion Scheme,2017-03-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-couple-arrested-in-drug-diversion-scheme/,Florida Attorney General
AG Hawley Announces St. Francois County Medicaid Fraud Conviction,2017-03-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-hawley-announces-st-francois-county-medicaid-fraud-conviction/,Missouri Attorney General
Owner of Medical Equipment Provider Sentenced to 12 Years In Federal Prison For Collecting A Debt By Extortion and for Tax and Health Care Fraud Conspiracies,2017-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-medical-equipment-provider-sentenced-to-12-years-in-federal-prison-for-collecting-a-debt-by-extortion-and-for-tax-and-health-care-fraud-conspiracies/,U.S. Attorney
Three Middle Tennessee Residents Charged with TennCare Fraud,2017-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-middle-tennessee-residents-charged-with-tenncare-fraud/,Tennessee Department of Finance and Administration
Federal Jury Convicts Doctor of $40 Million Medicare Fraud,2017-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-doctor-of-40-million-medicare-fraud/,U.S. Attorney
NW Alabama Pharmacies Owner Sentenced to Six Month's Home Confinement for Obstructing Medicare Audit; Ordered to Pay $2.5 million Fine,2017-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nw-alabama-pharmacies-owner-sentenced-to-six-months-home-confinement-for-obstructing-medicare-audit-ordered-to-pay-25-million-fine/,U.S. Attorney
Osceola Nutritional Supplement Provider & CEO Sentenced,2017-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/osceola-nutritional-supplement-provider-ceo-sentenced/,U.S. Attorney
Miami-Based Physician Charged for Role in Pain Pill Diversion and Medicare Fraud Scheme,2017-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-based-physician-charged-for-role-in-pain-pill-diversion-and-medicare-fraud-scheme/,U.S. Department of Justice
Chicago Chiropractor Indicted for Allegedly Billing $10 Million to Medicare and Private Insurers for Nonexistent Treatment,2017-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-chiropractor-indicted-for-allegedly-billing-10-million-to-medicare-and-private-insurers-for-nonexistent-treatment/,U.S. Attorney
Two Physicians Found Guilty For Distributing Oxycodone,2017-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-physicians-found-guilty-for-distributing-oxycodone/,U.S. Attorney
"North Central Health Care Facilities Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Unlicensed Individual",2017-03-21,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/north-central-health-care-facilities-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-unlicensed-individual/,No agency found
Doctor Sentenced To Seven Years In Prison For Health Care Fraud,2017-03-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-to-seven-years-in-prison-for-health-care-fraud/,U.S. Attorney
Houston-Area Registered Nurse Pleads Guilty to Conspiring to Defraud Medicare of More than $5 Million,2017-03-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-area-registered-nurse-pleads-guilty-to-conspiring-to-defraud-medicare-of-more-than-5-million/,U.S. Department of Justice
"Child and Family Services of New Hampshire Agreed to Pay $177,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Healthy Families Home Visits Not Provided as Claimed",2017-03-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/child-and-family-services-of-new-hampshire-agreed-to-pay-177000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-healthy-families-home-visits-not-provided-as-claimed/,No agency found
Crittenton Hospital Medical Center Agreed to Pay $3.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Providing Renumeration to Physicians and Physician-Owned Entities that was Above Fair Market Value,2017-03-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/crittenton-hospital-medical-center-agreed-to-pay-32-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-renumeration-to-physicians-and-physician-owned-entities-that-was-above-fair-market-value/,No agency found
Three Arrested in Medicaid Fraud Scheme Targeting Homeless,2017-03-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-arrested-in-medicaid-fraud-scheme-targeting-homeless/,Florida Attorney General
Weakley Co. Man Charged with TennCare Drug Fraud,2017-03-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/weakley-co-man-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance and Administration
Florida Neurologist Excluded for Default,2017-03-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/florida-neurologist-excluded-for-default/,No agency found
"Spokane Area Cardiologist, Dr. Romeo Pavlic, to Pay $300,000 Resolving Alleged False Health Care Claims",2017-03-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/spokane-area-cardiologist-dr-romeo-pavlic-to-pay-300000-resolving-alleged-false-health-care-claims/,U.S. Attorney
Valdosta Dentist Sentenced To Twenty-Seven (27) Months In Prison For Healthcare Fraud,2017-03-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/valdosta-dentist-sentenced-to-twenty-seven-27-months-in-prison-for-healthcare-fraud/,U.S. Attorney
Stamford Dental Office Manager Pleads Guilty to Defrauding Insurance Companies,2017-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stamford-dental-office-manager-pleads-guilty-to-defrauding-insurance-companies/,U.S. Attorney
South Florida Home Health Owner Charged for Role in $15 Million Medicare Fraud Scheme,2017-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-home-health-owner-charged-for-role-in-15-million-medicare-fraud-scheme/,U.S. Department of Justice
Iowa Chiropractor Agrees to 3-Year Exclusion,2017-03-13,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/iowa-chiropractor-agrees-to-3-year-exclusion/,No agency found
Charles River Laboratories International Inc. Agrees to Pay United States $1.8 Million to Settle False Claims Act Allegations,2017-03-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charles-river-laboratories-international-inc-agrees-to-pay-united-states-18-million-to-settle-false-claims-act-allegations/,U.S. Department of Justice
"Highland Medical Agreed to Pay $403,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Evaluation and Management Services that Were Not Rendered",2017-03-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/highland-medical-agreed-to-pay-403000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-evaluation-and-management-services-that-were-not-rendered/,No agency found
Lancaster County Woman Guilty Of Healthcare Fraud,2017-03-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lancaster-county-woman-guilty-of-healthcare-fraud/,U.S. Attorney
Michigan Physician Agrees to 3-Year Exclusion,2017-03-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michigan-physician-agrees-to-3-year-exclusion/,No agency found
